conditional_slope,method,penalty_lambda,seed,intercept,score_slope,directional_gain,volatility,derivative_bound,jacobian_bound,residual_bound,separated_bound,mean_abs_model_derivative,mean_abs_remainder,jacobian_bound_holds,residual_bound_holds,derivative_bound_holds
0.0,dtr,0.5,10,1.098530850872247,0.006715634062714894,4.509974086429655e-05,6.15596359612419e-09,7.454977431720542e-09,1.8278236505332947e-05,1.8278236505332947e-05,3.6556473010665894e-05,0.00027107736931255,0.0,True,True,True
0.0,dtr,0.5,11,1.0169100249456953,0.01863154349143706,0.0003471344128733107,5.681174558742744e-09,7.355319633686262e-09,0.00014068827838124726,0.00014068827838124726,0.0002813765567624945,0.0002580432684663514,0.0,True,True,True
0.0,dtr,0.5,12,0.6463766022605767,-0.01726130963135406,0.00029795281018947636,6.194494672068215e-07,7.499320263988627e-07,0.00012075572559183421,0.00012075572559183421,0.00024151145118366841,0.002719457044253838,0.0,True,True,True
0.0,dtr,0.5,13,1.1403686920260934,0.011500506717618797,0.00013226165476199506,3.6744039503817715e-08,4.451344245058756e-08,5.360362964391832e-05,5.360362964391832e-05,0.00010720725928783664,0.0006622334149854438,0.0,True,True,True
0.0,dtr,0.5,14,1.319309737166972,0.010489151367550496,0.00011002229641138643,1.3158088065167698e-07,1.5921925790762796e-07,4.459035719779922e-05,4.459035719779922e-05,8.918071439559843e-05,0.0012533909653776676,0.0,True,True,True
0.0,dtr,0.5,15,1.183611065836674,0.02928305059733578,0.0008574970522861274,4.5426473739915885e-07,5.518990001386805e-07,0.0003475304652297842,0.0003475304652297842,0.0006950609304595684,0.0023273177609271973,0.0,True,True,True
0.0,dtr,0.5,16,1.3190949746077618,0.008612475736854499,7.417473831790745e-05,8.768349757768008e-08,1.0609455562001246e-07,3.0061889130924196e-05,3.0061889130924196e-05,6.012377826184839e-05,0.0010231861163877852,0.0,True,True,True
0.0,dtr,0.5,17,1.098789248955733,0.01715146818996314,0.0002941728610713174,4.852011137607887e-08,5.901291513590408e-08,0.00011922376991679549,0.00011922376991679549,0.00023844753983359097,0.0007605567458420035,0.0,True,True,True
0.0,dtr,0.5,18,1.0169387205923792,-0.0009307339152506114,8.662656209977323e-07,2.8540343943785337e-12,3.4558989965978195e-12,3.5108423227262003e-07,3.5108423227262003e-07,7.021684645452401e-07,5.836972520074815e-06,0.0,True,True,True
0.0,dtr,0.5,19,0.7885686148166468,0.0043364205530356725,1.8804543212790208e-05,1.1434618645997729e-08,1.383548211877025e-08,7.6211943046935706e-06,7.6211943046935706e-06,1.5242388609387141e-05,0.0003694983804658831,0.0,True,True,True
0.0,dtr,0.5,20,1.2730143347151877,-0.00655462988516099,4.296317293144557e-05,3.466685297599246e-08,4.194553318099891e-08,1.741231813777805e-05,1.741231813777805e-05,3.48246362755561e-05,0.0006433609819804971,0.0,True,True,True
0.0,dtr,0.5,21,0.9380330631584461,-0.00860156588732728,7.398693571403233e-05,4.9321993224000756e-09,5.9916974316704456e-09,2.998577560246124e-05,2.998577560246124e-05,5.997155120492248e-05,0.0002425596075697057,0.0,True,True,True
0.0,dtr,0.5,22,0.6121028737132692,0.0036300937665380145,1.3177580753858148e-05,2.9546708440588644e-08,3.574678470109033e-08,5.34067231809359e-06,5.34067231809359e-06,1.068134463618718e-05,0.0005939651698160978,0.0,True,True,True
0.0,dtr,0.5,23,0.7166360260705276,0.008299889686162187,6.888816880246145e-05,7.595029461665872e-08,9.19109295006047e-08,2.7919323208074238e-05,2.7919323208074238e-05,5.5838646416148476e-05,0.0009522703780355458,0.0,True,True,True
0.0,dtr,0.5,24,0.9769613333773567,0.011718298689023457,0.00013731852416516886,2.4586418595277444e-10,3.7715681139524987e-10,5.565310161773548e-05,5.565310161773548e-05,0.00011130620323547095,5.238402436015228e-05,0.0,True,True,True
0.0,dtr,0.5,25,1.2730851793009075,-0.007716351935501427,5.954208719251662e-05,4.767892278865597e-08,5.769258689434923e-08,2.413149900352426e-05,2.413149900352426e-05,4.826299800704852e-05,0.000754495630352662,0.0,True,True,True
0.0,dtr,0.5,26,1.1837899105341823,0.002056422933414899,4.228875281074737e-06,1.729368145412156e-09,2.0922573622511127e-09,1.7138985958172645e-06,1.7138985958172645e-06,3.427797191634529e-06,0.0001436975503148676,0.0,True,True,True
0.0,dtr,0.5,27,1.140845514448723,-0.0031252538279728155,9.767211489258736e-06,2.2464850557757798e-09,2.718144514200262e-09,3.9585017159069434e-06,3.9585017159069434e-06,7.917003431813887e-06,0.0001637764073076179,0.0,True,True,True
0.0,dtr,0.5,28,0.7522950375830896,0.010968787677746493,0.0001203143031194833,9.677883387980277e-08,1.1716001640480732e-07,4.876155040467624e-05,4.876155040467624e-05,9.752310080935248e-05,0.0010749026729349135,0.0,True,True,True
0.0,dtr,0.5,29,0.8255470609267941,0.013676992480049149,0.00018706012329932096,6.72815470469661e-08,8.157034384780282e-08,7.58126124198754e-05,7.58126124198754e-05,0.0001516252248397508,0.0008961009299895902,0.0,True,True,True
0.0,dtr,0.5,30,1.1405134730167827,0.016010542753477127,0.00025633747926091896,7.54884126370635e-08,9.155139197721511e-08,0.0001038896672424381,0.0001038896672424381,0.0002077793344848762,0.0009490371840640313,0.0,True,True,True
