lambda,seed,method,model,val_mse,val_directional_gain,deploy_mse,volatility,initial_risk,terminal_risk,mean_gain,mean_hazard,max_hazard,subspace,source
0.0,7,standard,standard,0.4026200473308563,0.20470531068999193,0.38039344549179077,0.04421155169237126,0.2742616534233093,0.1665870100259781,0.07861695608589798,0.20045095383724698,0.8470168811026607,sensor_residual_k2,subspace_ablation
0.0,8,standard,standard,0.5816845893859863,0.2670958190128721,0.42704254388809204,0.05600211938302504,0.42732974886894226,0.13034212589263916,0.07436683275736869,0.17501667214841127,0.7978522852910875,sensor_residual_k2,subspace_ablation
0.0,9,standard,standard,0.4091055989265442,0.27269223640704976,0.3779805898666382,0.0507212284984188,0.3001631498336792,0.13950321078300476,0.07460477172862738,0.18175412147450187,0.746667945151965,sensor_residual_k2,subspace_ablation
0.003,0,dtr,dtr,0.6151502132415771,0.31315485197922277,0.4597075283527374,0.09380662936948841,0.46188226342201233,0.1417069286108017,0.0857386919320561,0.18728026444351392,0.8681388726489091,sensor_residual_k3,subspace_ablation
0.003,1,dtr,dtr,0.5060017704963684,0.29924072726019496,0.4400586187839508,0.08441783401817363,0.34047141671180725,0.18445605039596558,0.08995563418138772,0.2161773086894471,0.7935946442555839,sensor_residual_k3,subspace_ablation
0.003,2,dtr,dtr,0.5400805473327637,0.265358566415721,0.48067325353622437,0.08008834048090054,0.41019144654273987,0.1597335934638977,0.08045633207075298,0.18511252245885987,0.7374360132800942,sensor_residual_k3,subspace_ablation
0.003,3,dtr,dtr,0.5063675045967102,0.24093457583723396,0.47990766167640686,0.08841524317822194,0.3665962815284729,0.14954154193401337,0.07518977234140038,0.19041400551145085,0.7613044996515274,sensor_residual_k3,subspace_ablation
0.003,4,dtr,dtr,0.4286791980266571,0.2283209438981681,0.3849089741706848,0.05848714898384501,0.2946028411388397,0.15601769089698792,0.06812931427266448,0.16080859892311644,0.6661649838112922,sensor_residual_k3,subspace_ablation
0.003,5,dtr,dtr,0.5058317184448242,0.24001369147465146,0.41440513730049133,0.05427387717114122,0.34546124935150146,0.15312756597995758,0.06704551223665475,0.16808794268367813,0.7509996784454787,sensor_residual_k3,subspace_ablation
0.003,6,dtr,dtr,0.6260124444961548,0.2832865090205752,0.5613688826560974,0.08855372676967863,0.44441208243370056,0.22109858691692352,0.0877889967057854,0.20169341783189215,0.725053966115316,sensor_residual_k3,subspace_ablation
0.003,7,dtr,dtr,0.38886377215385437,0.20445268565210803,0.3747740685939789,0.04319736025678602,0.2688457667827606,0.1658274084329605,0.07639441539067775,0.19297725385325565,0.8366457000770541,sensor_residual_k3,subspace_ablation
0.003,8,dtr,dtr,0.5487522482872009,0.26325877617145405,0.41326457262039185,0.05308058590452349,0.39087677001953125,0.12754939496517181,0.07488424107432365,0.17852898739316556,0.7980469433030641,sensor_residual_k3,subspace_ablation
0.003,9,dtr,dtr,0.4078843593597412,0.27653848056135505,0.3772431015968323,0.05128825869754997,0.2917080223560333,0.13537029922008514,0.07392529956996441,0.1802335645504026,0.7387652317536177,sensor_residual_k3,subspace_ablation
0.01,0,dtr,dtr,0.6056063175201416,0.2882089318900273,0.43313997983932495,0.07050903235990895,0.43814215064048767,0.14495299756526947,0.08392996182665229,0.18626857357099258,0.8765344139679964,sensor_residual_k3,subspace_ablation
0.01,1,dtr,dtr,0.5859856009483337,0.3077762242021232,0.46810436248779297,0.11761287547957675,0.3842572271823883,0.17573778331279755,0.08875184864737093,0.2097405262216409,0.7542266354060553,sensor_residual_k3,subspace_ablation
0.01,2,dtr,dtr,0.44553011655807495,0.2452509748524633,0.40494194626808167,0.05357295331796417,0.3343081474304199,0.14080283045768738,0.07526042945683002,0.17794019207311432,0.7074391518055955,sensor_residual_k3,subspace_ablation
0.01,3,dtr,dtr,0.4510258734226227,0.2282406708289837,0.4576362073421478,0.08147893241575886,0.3107583522796631,0.14578865468502045,0.07072668401524425,0.18534578595426934,0.7703336257173579,sensor_residual_k3,subspace_ablation
0.01,4,dtr,dtr,0.3715287446975708,0.2064700356845198,0.380677729845047,0.061912670677583936,0.2580699324607849,0.16098830103874207,0.06702943139243871,0.1587651907750916,0.6553472125854101,sensor_residual_k3,subspace_ablation
0.01,5,dtr,dtr,0.47821730375289917,0.21441112386769262,0.43300753831863403,0.062196370420559755,0.3261817693710327,0.14238223433494568,0.0622198767028749,0.14943787805590453,0.6499392978602216,sensor_residual_k3,subspace_ablation
0.01,6,dtr,dtr,0.5571324825286865,0.23535893867755758,0.5220423340797424,0.07734599762683954,0.3795807957649231,0.16091449558734894,0.08205001002643257,0.19391805659703742,0.7358977698171794,sensor_residual_k3,subspace_ablation
0.01,7,dtr,dtr,0.40363502502441406,0.20564964886369377,0.37494322657585144,0.04719844088391049,0.2728165090084076,0.15872231125831604,0.07199203536147251,0.1725450671657165,0.7787279857618735,sensor_residual_k3,subspace_ablation
0.01,8,dtr,dtr,0.5327443480491638,0.2555959865964692,0.4179730713367462,0.05772917921270905,0.36289462447166443,0.13005563616752625,0.07317062206566334,0.17192063181933723,0.7687390104358017,sensor_residual_k3,subspace_ablation
0.01,9,dtr,dtr,0.369693785905838,0.23861978465113146,0.37277650833129883,0.052062423029370676,0.26468533277511597,0.1327158659696579,0.06841872427612543,0.16891547146440317,0.6568426500091518,sensor_residual_k3,subspace_ablation
0.03,0,dtr,dtr,0.4712650179862976,0.21458184801298996,0.42510363459587097,0.06024813919147336,0.35534390807151794,0.16161425411701202,0.06548042583744973,0.15421492465736525,0.5767067278585541,sensor_residual_k3,subspace_ablation
0.03,1,dtr,dtr,0.4033302664756775,0.24622530115061791,0.37794020771980286,0.05612450934963996,0.2577967941761017,0.1855175942182541,0.0720045699737966,0.17628268699880362,0.7721039721873963,sensor_residual_k3,subspace_ablation
0.03,2,dtr,dtr,0.43136143684387207,0.21249836231100147,0.4175201654434204,0.056259226346623656,0.32675597071647644,0.1451747566461563,0.06763199986889959,0.15655489080684376,0.6026565163872988,sensor_residual_k3,subspace_ablation
0.03,3,dtr,dtr,0.3882657587528229,0.19957592733975116,0.4264284074306488,0.07540073519602583,0.27822279930114746,0.14923341572284698,0.06179333482868969,0.16214912425461633,0.6914628191771462,sensor_residual_k3,subspace_ablation
0.03,4,dtr,dtr,0.316662073135376,0.17871574862249967,0.3673114776611328,0.06374147259407055,0.22850094735622406,0.19754740595817566,0.05916953801643103,0.14032086189605458,0.5845879736472692,sensor_residual_k3,subspace_ablation
0.03,5,dtr,dtr,0.4712657928466797,0.19473643467344087,0.4438175559043884,0.06284791528178782,0.3276735842227936,0.1799895018339157,0.05396082203369588,0.12678970715469767,0.5881917979361954,sensor_residual_k3,subspace_ablation
0.03,6,dtr,dtr,0.5316818952560425,0.18492403688101933,0.5262201428413391,0.079482035096302,0.3653067946434021,0.15514835715293884,0.07341269089374691,0.175376864669402,0.6755554572161394,sensor_residual_k3,subspace_ablation
0.03,7,dtr,dtr,0.3421419560909271,0.1730615681615369,0.36459115147590637,0.046103718097212684,0.23650367558002472,0.14780130982398987,0.06288282857276499,0.1503389719793513,0.6817105459457447,sensor_residual_k3,subspace_ablation
0.03,8,dtr,dtr,0.41180968284606934,0.23692452003215922,0.3854551613330841,0.05222431016484277,0.27624017000198364,0.13682734966278076,0.06827239897102118,0.16566830111961614,0.6763680645789264,sensor_residual_k3,subspace_ablation
0.03,9,dtr,dtr,0.3233555555343628,0.21016321839957403,0.3721773028373718,0.0556330055062102,0.23391440510749817,0.16465933620929718,0.05792396154720336,0.1475816371928423,0.5482269574543739,sensor_residual_k3,subspace_ablation
0.08,0,dtr,dtr,0.3150659203529358,0.16430245596787024,0.44651877880096436,0.09494642203744075,0.24781160056591034,0.2909807860851288,0.0644537506159395,0.16709993971110157,0.7739036656131164,sensor_residual_k3,subspace_ablation
0.08,1,dtr,dtr,0.32521361112594604,0.2019632076394969,0.40567582845687866,0.07025738740090202,0.2293948233127594,0.18641823530197144,0.059672426781617105,0.14084781320383638,0.5513822730776053,sensor_residual_k3,subspace_ablation
0.08,2,dtr,dtr,0.2702191472053528,0.17443323793082402,0.44576963782310486,0.07390387399995205,0.24570918083190918,0.16053570806980133,0.05618590938393027,0.13310797960676107,0.46227233203373347,sensor_residual_k3,subspace_ablation
0.08,3,dtr,dtr,0.3666330873966217,0.1601077786807356,0.4672276973724365,0.08868871779886851,0.27875036001205444,0.17603163421154022,0.04957499545998871,0.1210838541302824,0.45584919729876405,sensor_residual_k3,subspace_ablation
0.08,4,dtr,dtr,0.2534276843070984,0.15195325160848683,0.3767664432525635,0.07054206866852077,0.21172980964183807,0.175697460770607,0.05155445534037426,0.11712434930302133,0.4829059267309809,sensor_residual_k3,subspace_ablation
0.08,5,dtr,dtr,0.4133162498474121,0.17643330014985184,0.4364050030708313,0.07133794112129306,0.2990228533744812,0.2052427977323532,0.048354955040849745,0.11592517865804301,0.5084883587475344,sensor_residual_k3,subspace_ablation
0.08,6,dtr,dtr,0.5395102500915527,0.14628928940871666,0.5772739052772522,0.09284072344862491,0.39934760332107544,0.16013237833976746,0.06043038638308644,0.14169950005573884,0.5065384330303513,sensor_residual_k3,subspace_ablation
0.08,7,dtr,dtr,0.3292701542377472,0.14859348658857674,0.49127259850502014,0.08606447401154378,0.2473459541797638,0.15188473463058472,0.0554729598807171,0.1342890392295802,0.480749076799972,sensor_residual_k3,subspace_ablation
0.08,8,dtr,dtr,0.31140753626823425,0.18197305613550646,0.4312618374824524,0.06774139592628689,0.2508484125137329,0.1549399495124817,0.05763322226703167,0.13768012793165366,0.5178502858984461,sensor_residual_k3,subspace_ablation
0.08,9,dtr,dtr,0.28662729263305664,0.17278829936323495,0.4189012050628662,0.0653598322776449,0.25620630383491516,0.20490571856498718,0.05047686310717836,0.12562775705774315,0.4467054102495959,sensor_residual_k3,subspace_ablation
0.0,0,standard,standard,0.576192319393158,0.3229024887084961,0.4578133225440979,0.08978220097967829,0.4284462034702301,0.15107622742652893,0.08612318128580228,0.1926075782898522,0.8977176161331512,sensor_residual_k3,subspace_ablation
0.0,1,standard,standard,0.5339024662971497,0.2969926275055984,0.4437616765499115,0.08649754307718685,0.3633093535900116,0.17603157460689545,0.08767702484037727,0.21203363552132476,0.7907218189751611,sensor_residual_k3,subspace_ablation
0.0,2,standard,standard,0.5773881673812866,0.27653188376591126,0.5285694599151611,0.10246372028891153,0.46604079008102417,0.17984828352928162,0.08561341818422079,0.19299958318535404,0.7848976348693673,sensor_residual_k3,subspace_ablation
0.0,3,standard,standard,0.5038521885871887,0.2537264560831004,0.47765278816223145,0.08124698457713067,0.3648114502429962,0.14974942803382874,0.07398082152940333,0.18254650321786087,0.6974579533871162,sensor_residual_k3,subspace_ablation
0.0,4,standard,standard,0.42038848996162415,0.2483690755120639,0.3967437148094177,0.062259327435847125,0.29537326097488403,0.15059009194374084,0.07047706849407405,0.16766466225241103,0.7042569870277824,sensor_residual_k3,subspace_ablation
0.0,5,standard,standard,0.5110085010528564,0.246882622817467,0.4098236560821533,0.05159957392145803,0.3448408842086792,0.15880370140075684,0.06871336433105171,0.17628226476196238,0.7731838906309302,sensor_residual_k3,subspace_ablation
0.0,6,standard,standard,0.6695612668991089,0.319148458283523,0.5947054624557495,0.10635126380949697,0.49238067865371704,0.2506366968154907,0.09089135467074812,0.20649662264369634,0.7599386958657647,sensor_residual_k3,subspace_ablation
0.0,7,standard,standard,0.4026200473308563,0.2198140966481176,0.38039344549179077,0.04421155169237126,0.2742616534233093,0.1665870100259781,0.07861695608589798,0.20045095383724698,0.8470168811026607,sensor_residual_k3,subspace_ablation
0.0,8,standard,standard,0.5816845893859863,0.2721054175804401,0.42704254388809204,0.05600211938302504,0.42732974886894226,0.13034212589263916,0.07436683275736869,0.17501667214841127,0.7978522852910875,sensor_residual_k3,subspace_ablation
0.0,9,standard,standard,0.4091055989265442,0.27802437749402276,0.3779805898666382,0.0507212284984188,0.3001631498336792,0.13950321078300476,0.07460477172862738,0.18175412147450187,0.746667945151965,sensor_residual_k3,subspace_ablation
0.003,0,dtr,dtr,0.6025065183639526,0.1394460546559301,0.45175859332084656,0.07933634238804405,0.4477209150791168,0.15213492512702942,0.08367462300229818,0.186447002395491,0.8680169666519963,sensor_residual_target_orth_k2,subspace_ablation
0.003,1,dtr,dtr,0.522415816783905,0.10315633971115638,0.44348621368408203,0.08765824089586019,0.35345035791397095,0.1875322163105011,0.0913169477134943,0.22035383340912412,0.8235545715268564,sensor_residual_target_orth_k2,subspace_ablation
0.003,2,dtr,dtr,0.6126300692558289,0.05634993438062997,0.5203316807746887,0.10164748198824677,0.4858056604862213,0.17216980457305908,0.08280365423997864,0.18635779593604435,0.747178651931931,sensor_residual_target_orth_k2,subspace_ablation
0.003,3,dtr,dtr,0.4967203140258789,0.06408117804034003,0.4792722761631012,0.08305294786106801,0.36389321088790894,0.149676114320755,0.07406286126933992,0.18271835289856517,0.7227553744430076,sensor_residual_target_orth_k2,subspace_ablation
0.003,4,dtr,dtr,0.4197736978530884,0.05239806051911979,0.381908118724823,0.05733242302897083,0.2988582253456116,0.14617635309696198,0.06896770272869616,0.16221136258241142,0.6919405876156437,sensor_residual_target_orth_k2,subspace_ablation
0.003,5,dtr,dtr,0.4944411814212799,0.0559070661150176,0.41099923849105835,0.05267767013769294,0.3384692668914795,0.14986829459667206,0.0683039351599291,0.1713410667882358,0.7651249046676478,sensor_residual_target_orth_k2,subspace_ablation
0.003,6,dtr,dtr,0.6415790319442749,0.08574805752984409,0.5888441205024719,0.09527406242287599,0.47113996744155884,0.2508631944656372,0.08920887403655797,0.20404983314051392,0.727852584066322,sensor_residual_target_orth_k2,subspace_ablation
0.003,7,dtr,dtr,0.3937807083129883,0.059738512696891,0.37522584199905396,0.043544425707730754,0.2735653817653656,0.16453172266483307,0.07691839295439422,0.19475848036086377,0.8464154404002249,sensor_residual_target_orth_k2,subspace_ablation
0.003,8,dtr,dtr,0.5810420513153076,0.09233299863749538,0.4267650544643402,0.055093600865791494,0.4241696894168854,0.130447655916214,0.07436447953805328,0.1747958393580668,0.7950455104889637,sensor_residual_target_orth_k2,subspace_ablation
0.003,9,dtr,dtr,0.40217968821525574,0.08548849533344137,0.37999385595321655,0.05013892587451203,0.2998882830142975,0.13936612010002136,0.07350933807902038,0.17950587772584886,0.7384697410975337,sensor_residual_target_orth_k2,subspace_ablation
0.01,0,dtr,dtr,0.6060517430305481,0.12276561342436691,0.4530138075351715,0.07858691282510404,0.44957953691482544,0.15672151744365692,0.08632749856915325,0.18890453236663107,0.8348337524044283,sensor_residual_target_orth_k2,subspace_ablation
0.01,1,dtr,dtr,0.588455319404602,0.09823977453955289,0.468479722738266,0.11211572676547354,0.4017193913459778,0.17231962084770203,0.08979965618345886,0.2092175762237687,0.7564628043773373,sensor_residual_target_orth_k2,subspace_ablation
0.01,2,dtr,dtr,0.6049732565879822,0.051945781296697156,0.5375637412071228,0.1031214648464285,0.49117887020111084,0.18624253571033478,0.08425198879558593,0.18916022702905871,0.7437975380987052,sensor_residual_target_orth_k2,subspace_ablation
0.01,3,dtr,dtr,0.48802533745765686,0.05293880824385018,0.48120835423469543,0.08473846940477917,0.35788872838020325,0.15678322315216064,0.07638821527361869,0.1895604305946756,0.7594047503698479,sensor_residual_target_orth_k2,subspace_ablation
0.01,4,dtr,dtr,0.4147346615791321,0.04902419879518706,0.4019160866737366,0.06366621972752938,0.2927752435207367,0.14714761078357697,0.07249163435772062,0.1709492931494496,0.7157830211346687,sensor_residual_target_orth_k2,subspace_ablation
0.01,5,dtr,dtr,0.5022335648536682,0.04740948430423079,0.4365086555480957,0.06132264845938906,0.3554714620113373,0.1475527137517929,0.06638347157277166,0.16227259652666562,0.7276428810200688,sensor_residual_target_orth_k2,subspace_ablation
0.01,6,dtr,dtr,0.6169029474258423,0.06877943647318872,0.612704336643219,0.0939877330956922,0.45642274618148804,0.27447089552879333,0.08739497538190336,0.20121453965199448,0.7454663274542689,sensor_residual_target_orth_k2,subspace_ablation
0.01,7,dtr,dtr,0.4025581479072571,0.05555284434351428,0.385800838470459,0.04283377781660262,0.282389372587204,0.15594831109046936,0.07752230211626739,0.19087126649073266,0.8293556596327603,sensor_residual_target_orth_k2,subspace_ablation
0.01,8,dtr,dtr,0.5757821202278137,0.08141074180603028,0.4543851613998413,0.0659617314892929,0.4248855710029602,0.14325208961963654,0.07745614590821788,0.1807332071891567,0.7980821342565263,sensor_residual_target_orth_k2,subspace_ablation
0.01,9,dtr,dtr,0.4062638282775879,0.075521470760477,0.38745808601379395,0.05263708467217813,0.3077026307582855,0.1387045681476593,0.07369357249699533,0.1771767162268733,0.7299439984030455,sensor_residual_target_orth_k2,subspace_ablation
0.03,0,dtr,dtr,0.6463465094566345,0.07669291496276856,0.46687236428260803,0.09368653935052126,0.501209020614624,0.15154650807380676,0.07797464601462707,0.16875705684759196,0.7327734438047643,sensor_residual_target_orth_k2,subspace_ablation
0.03,1,dtr,dtr,0.6506142020225525,0.07193637223079287,0.49436742067337036,0.1429933993802886,0.455790638923645,0.16928958892822266,0.08946382403373718,0.20270097548880311,0.7381600403161028,sensor_residual_target_orth_k2,subspace_ablation
0.03,2,dtr,dtr,0.6155879497528076,0.0444789195882863,0.5784668922424316,0.10558955960137568,0.5229642987251282,0.22330456972122192,0.07916206662775949,0.17693135382659642,0.6807670368098752,sensor_residual_target_orth_k2,subspace_ablation
0.03,3,dtr,dtr,0.47564876079559326,0.04265447896102379,0.48080456256866455,0.08775913243349212,0.3440045416355133,0.16333211958408356,0.07153872586786747,0.17693732790024733,0.7071486634115018,sensor_residual_target_orth_k2,subspace_ablation
0.03,4,dtr,dtr,0.3945204019546509,0.03378786752963888,0.40755268931388855,0.06639500358626428,0.2849545180797577,0.14654399454593658,0.07310747867450118,0.17479490008368742,0.7649343382852162,sensor_residual_target_orth_k2,subspace_ablation
0.03,5,dtr,dtr,0.5133693814277649,0.03721141979612153,0.4494369626045227,0.06753459073950643,0.3755486309528351,0.14987066388130188,0.06651657063048333,0.15892100174462118,0.7133739541109216,sensor_residual_target_orth_k2,subspace_ablation
0.03,6,dtr,dtr,0.5418195724487305,0.04575529139617394,0.639616072177887,0.10200393655761755,0.4011807143688202,0.2877853810787201,0.08519143126904964,0.20653436778352977,0.8791971590675449,sensor_residual_target_orth_k2,subspace_ablation
0.03,7,dtr,dtr,0.3873400092124939,0.04556045121160047,0.38014695048332214,0.04175522914315572,0.28878355026245117,0.1413114219903946,0.06924683495890349,0.16278225869287605,0.7116604174501739,sensor_residual_target_orth_k2,subspace_ablation
0.03,8,dtr,dtr,0.5703320503234863,0.06082927934054671,0.4709944427013397,0.07431256220173563,0.4389527440071106,0.14441436529159546,0.07715831517707557,0.17245968092571282,0.7712083024485009,sensor_residual_target_orth_k2,subspace_ablation
0.03,9,dtr,dtr,0.41728028655052185,0.0503112949174026,0.40818366408348083,0.05779905653422812,0.3354894816875458,0.14118215441703796,0.07158674197271467,0.1710635348555592,0.6641125445342602,sensor_residual_target_orth_k2,subspace_ablation
0.08,0,dtr,dtr,0.556780219078064,0.04265538125202573,0.49191945791244507,0.07875535172855405,0.4423105716705322,0.14379097521305084,0.08248014290584252,0.19207477750695529,0.7365117081300396,sensor_residual_target_orth_k2,subspace_ablation
0.08,1,dtr,dtr,0.5979364514350891,0.039557251436957,0.516772449016571,0.14931969438275172,0.4458668828010559,0.18199744820594788,0.08500730503583327,0.19078563682600524,0.6573034814700089,sensor_residual_target_orth_k2,subspace_ablation
0.08,2,dtr,dtr,0.5843952894210815,0.027844308573624185,0.5630455613136292,0.10418223871931517,0.5041334629058838,0.21273398399353027,0.07514423277461901,0.16020080654932667,0.5938771205977972,sensor_residual_target_orth_k2,subspace_ablation
0.08,3,dtr,dtr,0.4032079875469208,0.01818803178853002,0.4825536906719208,0.09840390838265033,0.3138697147369385,0.16285239160060883,0.07215858292765916,0.1748553874776035,0.7074426163299414,sensor_residual_target_orth_k2,subspace_ablation
0.08,4,dtr,dtr,0.3948431611061096,0.015986318834896745,0.4324771761894226,0.06932972554133728,0.29891857504844666,0.15110160410404205,0.07487116018310189,0.18329899704915895,0.8622466336724609,sensor_residual_target_orth_k2,subspace_ablation
0.08,5,dtr,dtr,0.49699312448501587,0.017588263544543035,0.47743192315101624,0.07136960105607718,0.39327365159988403,0.1522962898015976,0.056384892738424244,0.12532372985637244,0.5660544211485434,sensor_residual_target_orth_k2,subspace_ablation
0.08,6,dtr,dtr,0.556974470615387,0.02257403566919524,0.6156134605407715,0.0871957765928554,0.4403359293937683,0.24010027945041656,0.07815617114538327,0.18328874797075786,0.663246860641629,sensor_residual_target_orth_k2,subspace_ablation
0.08,7,dtr,dtr,0.3857584595680237,0.029920757638997045,0.4017009139060974,0.04588459149357689,0.30665937066078186,0.14410816133022308,0.06435905119869859,0.15208009057253746,0.6191723573367547,sensor_residual_target_orth_k2,subspace_ablation
0.08,8,dtr,dtr,0.5425238609313965,0.035204429462038236,0.4762820899486542,0.07612254458475361,0.43159806728363037,0.13956373929977417,0.07410949917975813,0.16518123377485894,0.6759764299709237,sensor_residual_target_orth_k2,subspace_ablation
0.08,9,dtr,dtr,0.419977605342865,0.02722403674290098,0.44560152292251587,0.07472925255460014,0.36078107357025146,0.1470763385295868,0.0675455751363188,0.15727160225505962,0.585409290980456,sensor_residual_target_orth_k2,subspace_ablation
0.0,0,standard,standard,0.576192319393158,0.15574659150222253,0.4578133225440979,0.08978220097967829,0.4284462034702301,0.15107622742652893,0.08612318128580228,0.1926075782898522,0.8977176161331512,sensor_residual_target_orth_k2,subspace_ablation
0.0,1,standard,standard,0.5339024662971497,0.1062654684329855,0.4437616765499115,0.08649754307718685,0.3633093535900116,0.17603157460689545,0.08767702484037727,0.21203363552132476,0.7907218189751611,sensor_residual_target_orth_k2,subspace_ablation
0.0,2,standard,standard,0.5773881673812866,0.05845709998032143,0.5285694599151611,0.10246372028891153,0.46604079008102417,0.17984828352928162,0.08561341818422079,0.19299958318535404,0.7848976348693673,sensor_residual_target_orth_k2,subspace_ablation
0.0,3,standard,standard,0.5038521885871887,0.06968707709476865,0.47765278816223145,0.08124698457713067,0.3648114502429962,0.14974942803382874,0.07398082152940333,0.18254650321786087,0.6974579533871162,sensor_residual_target_orth_k2,subspace_ablation
0.0,4,standard,standard,0.42038848996162415,0.058842506079838194,0.3967437148094177,0.062259327435847125,0.29537326097488403,0.15059009194374084,0.07047706849407405,0.16766466225241103,0.7042569870277824,sensor_residual_target_orth_k2,subspace_ablation
0.0,5,standard,standard,0.5110085010528564,0.06339944888805521,0.4098236560821533,0.05159957392145803,0.3448408842086792,0.15880370140075684,0.06871336433105171,0.17628226476196238,0.7731838906309302,sensor_residual_target_orth_k2,subspace_ablation
0.0,6,standard,standard,0.6695612668991089,0.09967028519202922,0.5947054624557495,0.10635126380949697,0.49238067865371704,0.2506366968154907,0.09089135467074812,0.20649662264369634,0.7599386958657647,sensor_residual_target_orth_k2,subspace_ablation
0.0,7,standard,standard,0.4026200473308563,0.0662674015965955,0.38039344549179077,0.04421155169237126,0.2742616534233093,0.1665870100259781,0.07861695608589798,0.20045095383724698,0.8470168811026607,sensor_residual_target_orth_k2,subspace_ablation
0.0,8,standard,standard,0.5816845893859863,0.09744478669659845,0.42704254388809204,0.05600211938302504,0.42732974886894226,0.13034212589263916,0.07436683275736869,0.17501667214841127,0.7978522852910875,sensor_residual_target_orth_k2,subspace_ablation
0.0,9,standard,standard,0.4091055989265442,0.09805836348698058,0.3779805898666382,0.0507212284984188,0.3001631498336792,0.13950321078300476,0.07460477172862738,0.18175412147450187,0.746667945151965,sensor_residual_target_orth_k2,subspace_ablation
0.003,0,dtr,dtr,0.6508301496505737,0.23038869726246802,0.4889960289001465,0.1090484554717737,0.48776158690452576,0.1640447974205017,0.0884597872151062,0.19329120647558584,0.8688505233798304,sensor_residual_target_orth_k3,subspace_ablation
0.003,1,dtr,dtr,0.5637856125831604,0.23378660596650222,0.47166845202445984,0.11333067544268267,0.3817405104637146,0.18248623609542847,0.09249313785694539,0.22080639777699443,0.823515902597017,sensor_residual_target_orth_k3,subspace_ablation
0.003,2,dtr,dtr,0.5806377530097961,0.12946483842257794,0.5284439325332642,0.09580452291267356,0.4598390460014343,0.18841376900672913,0.0820075978524983,0.18716551268878126,0.7404374976182847,sensor_residual_target_orth_k3,subspace_ablation
0.003,3,dtr,dtr,0.5218714475631714,0.1792570788284828,0.4999169409275055,0.08216238638957293,0.38999974727630615,0.16588228940963745,0.07435504249297083,0.1829189953035099,0.698753224433414,sensor_residual_target_orth_k3,subspace_ablation
0.003,4,dtr,dtr,0.4031405746936798,0.1558942597487877,0.38833126425743103,0.059617153640723765,0.2913067042827606,0.1463063508272171,0.06950395877938717,0.16437622026557713,0.7014368481642657,sensor_residual_target_orth_k3,subspace_ablation
0.003,5,dtr,dtr,0.5049078464508057,0.23162951633847992,0.43505793809890747,0.05773544316061367,0.3531239926815033,0.15112997591495514,0.06865557464770973,0.16996969001492898,0.7643632755694377,sensor_residual_target_orth_k3,subspace_ablation
0.003,6,dtr,dtr,0.6391506791114807,0.1482924329823461,0.6038663387298584,0.098542814582154,0.47472262382507324,0.2799658179283142,0.08984068504069001,0.20441672739968492,0.737221621541652,sensor_residual_target_orth_k3,subspace_ablation
0.003,7,dtr,dtr,0.3835900127887726,0.1846359187159045,0.3814278542995453,0.04089793909826202,0.27304723858833313,0.1585845649242401,0.07748917962890119,0.1955939260547158,0.8524059402468286,sensor_residual_target_orth_k3,subspace_ablation
0.003,8,dtr,dtr,0.6029688119888306,0.2142857025409567,0.4565790891647339,0.06369432662933525,0.4425086975097656,0.14229817688465118,0.07358593377284706,0.17229058877889722,0.7670375819362012,sensor_residual_target_orth_k3,subspace_ablation
0.003,9,dtr,dtr,0.40688061714172363,0.1623727140755489,0.3898290991783142,0.05280615381430494,0.30641791224479675,0.14247894287109375,0.07406975314952433,0.18001841460326135,0.7373179715899306,sensor_residual_target_orth_k3,subspace_ablation
0.01,0,dtr,dtr,0.5395562648773193,0.15618520769579658,0.4832223057746887,0.08591339201394599,0.42874985933303833,0.1987151801586151,0.08192845123121514,0.17736748269437158,0.8355506070684384,sensor_residual_target_orth_k3,subspace_ablation
0.01,1,dtr,dtr,0.6385602355003357,0.21273579104193327,0.5435358285903931,0.17504815199345222,0.44939908385276794,0.20637618005275726,0.09316090531647206,0.21709747668037238,0.7896064214534169,sensor_residual_target_orth_k3,subspace_ablation
0.01,2,dtr,dtr,0.5731485486030579,0.10648777073827283,0.5952195525169373,0.10122580241292434,0.4761906862258911,0.2683273255825043,0.08404546272940934,0.1897523867236359,0.7400467904439019,sensor_residual_target_orth_k3,subspace_ablation
0.01,3,dtr,dtr,0.4841352701187134,0.13609544326519143,0.5340425372123718,0.09670902004132834,0.36182230710983276,0.213012233376503,0.07390859378501773,0.18227527486093822,0.71363945044002,sensor_residual_target_orth_k3,subspace_ablation
0.01,4,dtr,dtr,0.40784791111946106,0.11515241984663338,0.4406890273094177,0.07441172187120736,0.2994540333747864,0.15985435247421265,0.07184520503506064,0.16346260000676674,0.6330748757211839,sensor_residual_target_orth_k3,subspace_ablation
0.01,5,dtr,dtr,0.4927583932876587,0.14187513219899145,0.5045395493507385,0.07716806836968554,0.36873528361320496,0.18054990470409393,0.0675937500782311,0.15871026833925259,0.7108381960221373,sensor_residual_target_orth_k3,subspace_ablation
0.01,6,dtr,dtr,0.6035882234573364,0.11330721296113112,0.6670482754707336,0.09915137305592059,0.45482882857322693,0.3632001578807831,0.08986951576080174,0.2058378099895893,0.7595455467054595,sensor_residual_target_orth_k3,subspace_ablation
0.01,7,dtr,dtr,0.3795218765735626,0.13962257812763082,0.4047497808933258,0.03951232886875974,0.28279927372932434,0.1673436313867569,0.07785930291283875,0.1878467550753819,0.8436926498647822,sensor_residual_target_orth_k3,subspace_ablation
