basis,dataset,deploy_mse,initial_risk,lambda,max_hazard,mean_gain,mean_hazard,method,seed,terminal_risk,val_directional_gain,val_mse,volatility
random_control,Air Quality,0.4688790440559387,0.4693762958049774,0.003,0.8803216406785116,0.0857860042247921,0.1884940379330423,dtr,0,0.1439514905214309,0.0755384050566574,0.6308360695838928,0.0940751405226713
random_control,Air Quality,0.4745686054229736,0.4001509845256805,0.003,0.7880671278900285,0.0925634109880775,0.2197099774840945,dtr,1,0.1749278753995895,0.1255660912086223,0.5934920907020569,0.1231994679404024
random_control,Air Quality,0.5423225164413452,0.4884022772312164,0.003,0.7739314536525734,0.0847533224383369,0.1913698237905807,dtr,2,0.1898436099290847,0.0545686392948545,0.5960516333580017,0.104532570480755
random_control,Air Quality,0.4901545643806457,0.3742612898349762,0.003,0.6769982916607706,0.0728951366152614,0.1790756466332616,dtr,3,0.1569943726062774,0.0467057392514985,0.5047997832298279,0.0830994507657779
random_control,Air Quality,0.3965932130813598,0.2876313924789428,0.003,0.6848911036026072,0.0694925574585795,0.1640653531200378,dtr,4,0.14774751663208,0.0673194589286015,0.388601005077362,0.0618474444916592
random_control,Air Quality,0.4209612607955932,0.3544332981109619,0.003,0.7666222977708939,0.067569911875762,0.1685686862656273,dtr,5,0.1518911719322204,0.1086522513422472,0.5024657249450684,0.0536545187144801
random_control,Air Quality,0.6019501090049744,0.4964881241321563,0.003,0.7688656051249034,0.0916999593842774,0.2074276258088594,dtr,6,0.258927434682846,0.0376422228484318,0.6801662445068359,0.1115008231371899
random_control,Air Quality,0.3737761378288269,0.272083044052124,0.003,0.8492097978966615,0.0769119824748486,0.1933730535090995,dtr,7,0.1613273173570633,0.1164167683700035,0.387286901473999,0.0422715685715555
random_control,Air Quality,0.4464024603366852,0.4437282979488373,0.003,0.7941088025329726,0.0746347535168752,0.1738764747260401,dtr,8,0.1348615735769271,0.0415387297498768,0.5997360348701477,0.0612577969249995
random_control,Air Quality,0.3882940113544464,0.3035689294338226,0.003,0.7480692973514723,0.0740643790224567,0.1821784858795971,dtr,9,0.1425735056400299,0.0555337741457182,0.4058140814304352,0.0515461574416658
random_control,Air Quality,0.4909759759902954,0.5231045484542847,0.01,0.8506095013252893,0.0819320031790994,0.1790419040077848,dtr,0,0.1571533977985382,0.0625932471505526,0.6740755438804626,0.1000902938827227
random_control,Air Quality,0.5102660655975342,0.4427224099636078,0.01,0.7596794781690326,0.0898699747165665,0.2114130018007213,dtr,1,0.1725927293300628,0.0995536236927427,0.6355141401290894,0.1445651903564818
random_control,Air Quality,0.6049537658691406,0.5369064211845398,0.01,0.741951584526687,0.0841896056663245,0.1905500862776122,dtr,2,0.2220659703016281,0.0428586885846894,0.6381416320800781,0.1268803969100506
random_control,Air Quality,0.5277776718139648,0.4098209142684936,0.01,0.6679847712701967,0.0721094597131013,0.1775519496810783,dtr,3,0.174447476863861,0.0406758670149178,0.5446256995201111,0.0925197247304717
